0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.699999999999999734e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.899999999999999911e-01
0.000000000000000000e+00,8.999999999999999667e-02,-2.999999999999999889e-02,9.899999999999999911e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.699999999999999734e-01
0.000000000000000000e+00,1.100000000000000006e-01,-4.000000000000000083e-02,9.699999999999999734e-01
0.000000000000000000e+00,1.100000000000000006e-01,-4.000000000000000083e-02,9.699999999999999734e-01
0.000000000000000000e+00,1.100000000000000006e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.100000000000000006e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.100000000000000006e-01,-4.000000000000000083e-02,9.699999999999999734e-01
0.000000000000000000e+00,1.100000000000000006e-01,-4.000000000000000083e-02,9.699999999999999734e-01
0.000000000000000000e+00,1.100000000000000006e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.100000000000000006e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.899999999999999911e-01
0.000000000000000000e+00,1.000000000000000056e-01,-2.999999999999999889e-02,9.899999999999999911e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.899999999999999911e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-5.000000000000000278e-02,9.899999999999999911e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000056e-01,-5.000000000000000278e-02,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000056e-01,-5.000000000000000278e-02,9.899999999999999911e-01
0.000000000000000000e+00,8.999999999999999667e-02,-5.000000000000000278e-02,9.699999999999999734e-01
0.000000000000000000e+00,8.999999999999999667e-02,-5.000000000000000278e-02,9.599999999999999645e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.499999999999999556e-01
0.000000000000000000e+00,8.000000000000000167e-02,-4.000000000000000083e-02,9.599999999999999645e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.599999999999999645e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.599999999999999645e-01
0.000000000000000000e+00,1.000000000000000056e-01,-5.000000000000000278e-02,9.599999999999999645e-01
0.000000000000000000e+00,1.000000000000000056e-01,-5.000000000000000278e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.899999999999999911e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.899999999999999911e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.899999999999999911e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.899999999999999911e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.899999999999999911e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.899999999999999911e-01
0.000000000000000000e+00,1.000000000000000056e-01,-2.999999999999999889e-02,9.899999999999999911e-01
0.000000000000000000e+00,1.000000000000000056e-01,-2.999999999999999889e-02,9.899999999999999911e-01
0.000000000000000000e+00,1.000000000000000056e-01,-2.999999999999999889e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-2.999999999999999889e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,1.000000000000000056e-01,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
0.000000000000000000e+00,8.999999999999999667e-02,-4.000000000000000083e-02,9.799999999999999822e-01
